date,period,series,region,property_type,index,pct_1m,pct_3m,pct_12m
2017-04-01,2017-04,National - apartments,National,Apartments,113.7,0.1,0.5,9.0
2017-04-01,2017-04,National - houses,National,Houses,114.2,0.4,1.2,9.8
2017-04-01,2017-04,National excluding Dublin - all residential properties,National excluding Dublin,All residential,119.5,1.5,2.1,13.3
2017-04-01,2017-04,National excluding Dublin - apartments,National excluding Dublin,Apartments,128.5,2.7,5.3,17.8
2017-04-01,2017-04,National excluding Dublin - houses,National excluding Dublin,Houses,118.8,1.4,1.8,12.9
2017-04-01,2017-04,South Dublin - houses,South Dublin,Houses,109.6,1.5,2.6,10.5
2017-04-01,2017-04,South-East - houses,South-East,Houses,120.7,0.0,0.0,14.5
2017-04-01,2017-04,South-West - houses,South-West,Houses,120.3,1.2,2.1,12.3
2017-04-01,2017-04,West - houses,West,Houses,123.9,1.7,1.6,15.8
2017-05-01,2017-05,Border - houses,Border,Houses,119.2,1.6,0.9,10.5
2017-05-01,2017-05,Dublin - all residential properties,Dublin,All residential,112.0,2.6,2.5,8.8
2017-05-01,2017-05,Dublin - apartments,Dublin,Apartments,112.3,3.1,1.9,7.2
2017-05-01,2017-05,Dublin - houses,Dublin,Houses,111.7,2.2,2.4,9.3
2017-05-01,2017-05,Dublin City - houses,Dublin City,Houses,110.5,1.5,1.3,9.1
2017-05-01,2017-05,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,113.1,1.2,0.7,9.4
2017-05-01,2017-05,Fingal - houses,Fingal,Houses,108.5,2.0,4.0,4.9
2017-05-01,2017-05,Mid-East - houses,Mid-East,Houses,115.6,-0.5,1.0,12.3
2017-05-01,2017-05,Mid-West - houses,Mid-West,Houses,115.5,0.7,0.4,10.7
2017-05-01,2017-05,Midland - houses,Midland,Houses,125.4,-1.1,3.3,11.8
2017-05-01,2017-05,National - all residential properties,National,All residential,115.9,1.5,2.3,10.9
2017-05-01,2017-05,National - apartments,National,Apartments,115.8,1.8,2.2,10.0
2017-05-01,2017-05,National - houses,National,Houses,115.7,1.3,2.2,11.1
2017-05-01,2017-05,National excluding Dublin - all residential properties,National excluding Dublin,All residential,120.0,0.4,2.2,13.0
2017-05-01,2017-05,National excluding Dublin - apartments,National excluding Dublin,Apartments,129.0,0.4,4.5,16.8
2017-05-01,2017-05,National excluding Dublin - houses,National excluding Dublin,Houses,119.3,0.4,2.0,12.7
2017-05-01,2017-05,South Dublin - houses,South Dublin,Houses,110.4,0.7,3.2,11.6
2017-05-01,2017-05,South-East - houses,South-East,Houses,121.6,0.8,0.5,16.1
2017-05-01,2017-05,South-West - houses,South-West,Houses,122.0,1.4,4.1,12.5
2017-05-01,2017-05,West - houses,West,Houses,123.9,0.0,0.5,15.3
2017-06-01,2017-06,Border - houses,Border,Houses,119.0,-0.2,1.3,9.6
2017-06-01,2017-06,Dublin - all residential properties,Dublin,All residential,114.1,1.9,3.7,10.6
2017-06-01,2017-06,Dublin - apartments,Dublin,Apartments,114.0,1.6,3.7,7.6
2017-06-01,2017-06,Dublin - houses,Dublin,Houses,113.8,1.9,3.4,11.3
2017-06-01,2017-06,Dublin City - houses,Dublin City,Houses,113.1,2.3,2.9,11.8
2017-06-01,2017-06,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,113.8,0.6,0.9,10.0
2017-06-01,2017-06,Fingal - houses,Fingal,Houses,109.3,0.8,3.5,5.9
2017-06-01,2017-06,Mid-East - houses,Mid-East,Houses,116.5,0.8,1.5,12.6
2017-06-01,2017-06,Mid-West - houses,Mid-West,Houses,116.8,1.2,2.3,9.5
2017-06-01,2017-06,Midland - houses,Midland,Houses,128.5,2.4,3.1,13.5
2017-06-01,2017-06,National - all residential properties,National,All residential,117.5,1.4,3.2,11.3
2017-06-01,2017-06,National - apartments,National,Apartments,116.5,0.7,2.6,8.9
2017-06-01,2017-06,National - houses,National,Houses,117.4,1.5,3.2,11.8
2017-06-01,2017-06,National excluding Dublin - all residential properties,National excluding Dublin,All residential,120.9,0.8,2.8,11.8
2017-06-01,2017-06,National excluding Dublin - apartments,National excluding Dublin,Apartments,127.0,-1.5,1.5,10.2
2017-06-01,2017-06,National excluding Dublin - houses,National excluding Dublin,Houses,120.6,1.0,2.9,12.1
2017-06-01,2017-06,South Dublin - houses,South Dublin,Houses,111.8,1.3,3.5,12.2
2017-06-01,2017-06,South-East - houses,South-East,Houses,121.6,0.0,0.8,16.1
2017-06-01,2017-06,South-West - houses,South-West,Houses,122.5,0.4,3.0,12.4
2017-06-01,2017-06,West - houses,West,Houses,125.8,1.5,3.3,14.1
2017-07-01,2017-07,Border - houses,Border,Houses,119.5,0.5,1.8,9.8
2017-07-01,2017-07,Dublin - all residential properties,Dublin,All residential,116.7,2.3,6.9,11.8
2017-07-01,2017-07,Dublin - apartments,Dublin,Apartments,116.9,2.5,7.3,10.7
2017-07-01,2017-07,Dublin - houses,Dublin,Houses,116.3,2.2,6.4,11.8
2017-07-01,2017-07,Dublin City - houses,Dublin City,Houses,115.6,2.2,6.1,12.8
2017-07-01,2017-07,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,115.2,1.3,3.1,10.2
2017-07-01,2017-07,Fingal - houses,Fingal,Houses,111.0,1.5,4.3,7.6
2017-07-01,2017-07,Mid-East - houses,Mid-East,Houses,117.8,1.1,1.5,12.1
2017-07-01,2017-07,Mid-West - houses,Mid-West,Houses,119.2,2.1,4.0,8.9
2017-07-01,2017-07,Midland - houses,Midland,Houses,131.2,2.1,3.4,13.7
2017-07-01,2017-07,National - all residential properties,National,All residential,120.4,2.5,5.5,11.6
2017-07-01,2017-07,National - apartments,National,Apartments,118.8,1.9,4.5,10.6
2017-07-01,2017-07,National - houses,National,Houses,120.3,2.5,5.3,11.7
2017-07-01,2017-07,National excluding Dublin - all residential properties,National excluding Dublin,All residential,124.3,2.8,4.0,11.4
2017-07-01,2017-07,National excluding Dublin - apartments,National excluding Dublin,Apartments,129.6,2.0,0.9,10.8
2017-07-01,2017-07,National excluding Dublin - houses,National excluding Dublin,Houses,123.9,2.8,4.3,11.6
2017-07-01,2017-07,South Dublin - houses,South Dublin,Houses,113.4,1.4,3.4,12.2
2017-07-01,2017-07,South-East - houses,South-East,Houses,122.3,0.6,1.3,13.5
2017-07-01,2017-07,South-West - houses,South-West,Houses,126.0,2.9,4.7,12.8
2017-07-01,2017-07,West - houses,West,Houses,129.7,3.1,4.7,15.1
2017-08-01,2017-08,Border - houses,Border,Houses,121.5,1.7,1.9,10.8
2017-08-01,2017-08,Dublin - all residential properties,Dublin,All residential,118.4,1.5,5.8,11.7
2017-08-01,2017-08,Dublin - apartments,Dublin,Apartments,119.7,2.5,6.6,11.7
2017-08-01,2017-08,Dublin - houses,Dublin,Houses,117.8,1.3,5.5,11.6
2017-08-01,2017-08,Dublin City - houses,Dublin City,Houses,117.5,1.6,6.3,12.7
2017-08-01,2017-08,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,116.6,1.2,3.1,9.6
2017-08-01,2017-08,Fingal - houses,Fingal,Houses,112.3,1.2,3.5,9.7
2017-08-01,2017-08,Mid-East - houses,Mid-East,Houses,118.9,0.9,2.9,11.8
2017-08-01,2017-08,Mid-West - houses,Mid-West,Houses,121.9,2.2,5.6,8.9
2017-08-01,2017-08,Midland - houses,Midland,Houses,132.8,1.2,5.9,14.2
2017-08-01,2017-08,National - all residential properties,National,All residential,122.2,1.5,5.5,11.7
2017-08-01,2017-08,National - apartments,National,Apartments,121.3,2.1,4.8,11.7
2017-08-01,2017-08,National - houses,National,Houses,121.9,1.3,5.4,11.6
2017-08-01,2017-08,National excluding Dublin - all residential properties,National excluding Dublin,All residential,126.2,1.5,5.1,11.7
2017-08-01,2017-08,National excluding Dublin - apartments,National excluding Dublin,Apartments,132.8,2.5,3.0,13.5
2017-08-01,2017-08,National excluding Dublin - houses,National excluding Dublin,Houses,125.6,1.4,5.3,11.5
2017-08-01,2017-08,South Dublin - houses,South Dublin,Houses,115.0,1.4,4.2,13.2
2017-08-01,2017-08,South-East - houses,South-East,Houses,123.5,1.0,1.5,11.0
2017-08-01,2017-08,South-West - houses,South-West,Houses,127.3,1.0,4.3,13.4
2017-08-01,2017-08,West - houses,West,Houses,132.0,1.7,6.5,15.2
2017-09-01,2017-09,Border - houses,Border,Houses,123.4,1.6,3.8,11.5
2017-09-01,2017-09,Dublin - all residential properties,Dublin,All residential,119.7,1.1,4.9,11.2
2017-09-01,2017-09,Dublin - apartments,Dublin,Apartments,121.8,1.7,6.8,11.8
2017-09-01,2017-09,Dublin - houses,Dublin,Houses,119.0,1.0,4.6,11.1
2017-09-01,2017-09,Dublin City - houses,Dublin City,Houses,119.3,1.6,5.5,12.6
2017-09-01,2017-09,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,118.1,1.3,3.8,9.2
2017-09-01,2017-09,Fingal - houses,Fingal,Houses,113.1,0.7,3.5,10.7
2017-09-01,2017-09,Mid-East - houses,Mid-East,Houses,121.4,2.1,4.2,12.8
2017-09-01,2017-09,Mid-West - houses,Mid-West,Houses,123.8,1.5,6.0,9.5
2017-09-01,2017-09,Midland - houses,Midland,Houses,134.2,1.0,4.4,12.7
2017-09-01,2017-09,National - all residential properties,National,All residential,123.9,1.3,5.4,11.9
2017-09-01,2017-09,National - apartments,National,Apartments,122.8,1.2,5.4,11.9
2017-09-01,2017-09,National - houses,National,Houses,123.6,1.4,5.3,11.7
2017-09-01,2017-09,National excluding Dublin - all residential properties,National excluding Dublin,All residential,128.1,1.6,6.0,12.5
2017-09-01,2017-09,National excluding Dublin - apartments,National excluding Dublin,Apartments,131.7,-0.8,3.7,13.7
2017-09-01,2017-09,National excluding Dublin - houses,National excluding Dublin,Houses,127.9,1.8,6.1,12.4
2017-09-01,2017-09,South Dublin - houses,South Dublin,Houses,116.6,1.4,4.3,13.7
2017-09-01,2017-09,South-East - houses,South-East,Houses,125.4,1.5,3.1,11.2
2017-09-01,2017-09,South-West - houses,South-West,Houses,128.9,1.3,5.3,12.8
2017-09-01,2017-09,West - houses,West,Houses,134.1,1.7,6.6,16.3
2017-10-01,2017-10,Border - houses,Border,Houses,123.1,-0.3,3.0,10.7
2017-10-01,2017-10,Dublin - all residential properties,Dublin,All residential,120.3,0.5,3.1,11.5
2017-10-01,2017-10,Dublin - apartments,Dublin,Apartments,123.0,1.0,5.3,12.4
2017-10-01,2017-10,Dublin - houses,Dublin,Houses,119.6,0.5,2.8,11.4
2017-10-01,2017-10,Dublin City - houses,Dublin City,Houses,120.6,1.1,4.3,13.1
2017-10-01,2017-10,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,119.9,1.5,4.1,9.7
2017-10-01,2017-10,Fingal - houses,Fingal,Houses,113.8,0.7,2.6,11.3
2017-10-01,2017-10,Mid-East - houses,Mid-East,Houses,123.2,1.4,4.5,12.2
2017-10-01,2017-10,Mid-West - houses,Mid-West,Houses,123.8,0.0,3.8,9.7
2017-10-01,2017-10,Midland - houses,Midland,Houses,132.8,-1.0,1.3,9.2
2017-10-01,2017-10,National - all residential properties,National,All residential,124.3,0.4,3.2,11.8
2017-10-01,2017-10,National - apartments,National,Apartments,124.4,1.4,4.8,12.7
2017-10-01,2017-10,National - houses,National,Houses,124.0,0.3,3.1,11.5
2017-10-01,2017-10,National excluding Dublin - all residential properties,National excluding Dublin,All residential,128.4,0.2,3.3,11.9
2017-10-01,2017-10,National excluding Dublin - apartments,National excluding Dublin,Apartments,134.1,1.8,3.5,15.4
2017-10-01,2017-10,National excluding Dublin - houses,National excluding Dublin,Houses,128.0,0.1,3.3,11.6
2017-10-01,2017-10,South Dublin - houses,South Dublin,Houses,117.0,0.3,3.2,13.6
2017-10-01,2017-10,South-East - houses,South-East,Houses,127.8,1.9,4.5,10.9
2017-10-01,2017-10,South-West - houses,South-West,Houses,129.1,0.1,2.4,12.5
2017-10-01,2017-10,West - houses,West,Houses,135.8,1.2,4.7,16.2
2017-11-01,2017-11,Border - houses,Border,Houses,127.6,3.6,5.0,13.1
2017-11-01,2017-11,Dublin - all residential properties,Dublin,All residential,120.6,0.2,1.8,10.5
2017-11-01,2017-11,Dublin - apartments,Dublin,Apartments,123.8,0.6,3.4,11.1
2017-11-01,2017-11,Dublin - houses,Dublin,Houses,119.9,0.2,1.8,10.6
2017-11-01,2017-11,Dublin City - houses,Dublin City,Houses,121.5,0.7,3.4,12.8
2017-11-01,2017-11,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,120.6,0.5,3.4,9.0
2017-11-01,2017-11,Fingal - houses,Fingal,Houses,115.5,1.5,2.9,12.2
2017-11-01,2017-11,Mid-East - houses,Mid-East,Houses,124.1,0.8,4.4,11.3
2017-11-01,2017-11,Mid-West - houses,Mid-West,Houses,125.7,1.5,3.1,8.8
2017-11-01,2017-11,Midland - houses,Midland,Houses,134.4,1.2,1.2,10.5
2017-11-01,2017-11,National - all residential properties,National,All residential,125.3,0.8,2.5,11.1
2017-11-01,2017-11,National - apartments,National,Apartments,125.7,1.0,3.6,12.1
2017-11-01,2017-11,National - houses,National,Houses,125.0,0.8,2.6,11.1
2017-11-01,2017-11,National excluding Dublin - all residential properties,National excluding Dublin,All residential,130.1,1.3,3.2,11.8
2017-11-01,2017-11,National excluding Dublin - apartments,National excluding Dublin,Apartments,135.2,0.8,1.9,14.4
2017-11-01,2017-11,National excluding Dublin - houses,National excluding Dublin,Houses,129.8,1.4,3.3,11.6
2017-11-01,2017-11,South Dublin - houses,South Dublin,Houses,117.3,0.2,2.0,12.2
2017-11-01,2017-11,South-East - houses,South-East,Houses,129.1,1.0,4.5,11.4
2017-11-01,2017-11,South-West - houses,South-West,Houses,131.4,1.8,3.2,12.2
2017-11-01,2017-11,West - houses,West,Houses,137.9,1.5,4.5,15.8
2017-12-01,2017-12,Border - houses,Border,Houses,129.8,1.7,5.1,14.7
2017-12-01,2017-12,Dublin - all residential properties,Dublin,All residential,121.1,0.4,1.1,11.7
2017-12-01,2017-12,Dublin - apartments,Dublin,Apartments,126.2,1.9,3.6,14.9
2017-12-01,2017-12,Dublin - houses,Dublin,Houses,119.9,0.0,0.7,10.8
2017-12-01,2017-12,Dublin City - houses,Dublin City,Houses,121.4,-0.1,1.8,13.0
2017-12-01,2017-12,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,121.5,0.8,2.9,9.1
2017-12-01,2017-12,Fingal - houses,Fingal,Houses,116.5,0.9,3.0,13.0
2017-12-01,2017-12,Mid-East - houses,Mid-East,Houses,125.6,1.2,3.4,11.6
2017-12-01,2017-12,Mid-West - houses,Mid-West,Houses,127.2,1.2,2.8,10.5
2017-12-01,2017-12,Midland - houses,Midland,Houses,135.6,0.9,1.1,11.0
2017-12-01,2017-12,National - all residential properties,National,All residential,125.9,0.5,1.6,12.1
2017-12-01,2017-12,National - apartments,National,Apartments,127.5,1.5,3.9,14.1
2017-12-01,2017-12,National - houses,National,Houses,125.4,0.3,1.5,11.7
2017-12-01,2017-12,National excluding Dublin - all residential properties,National excluding Dublin,All residential,130.8,0.5,2.1,12.6
2017-12-01,2017-12,National excluding Dublin - apartments,National excluding Dublin,Apartments,134.7,-0.4,2.3,13.4
2017-12-01,2017-12,National excluding Dublin - houses,National excluding Dublin,Houses,130.6,0.6,2.1,12.6
2017-12-01,2017-12,South Dublin - houses,South Dublin,Houses,118.0,0.6,1.2,11.3
2017-12-01,2017-12,South-East - houses,South-East,Houses,130.5,1.1,4.1,10.5
2017-12-01,2017-12,South-West - houses,South-West,Houses,131.3,-0.1,1.9,12.5
2017-12-01,2017-12,West - houses,West,Houses,140.4,1.8,4.7,16.9
2018-01-01,2018-01,Border - houses,Border,Houses,130.1,0.2,5.7,13.8
2018-01-01,2018-01,Dublin - all residential properties,Dublin,All residential,121.8,0.6,1.2,11.7
2018-01-01,2018-01,Dublin - apartments,Dublin,Apartments,126.4,0.1,2.7,14.1
2018-01-01,2018-01,Dublin - houses,Dublin,Houses,120.8,0.8,1.0,11.2
2018-01-01,2018-01,Dublin City - houses,Dublin City,Houses,122.6,1.0,1.7,13.1
2018-01-01,2018-01,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,122.1,0.5,1.8,8.8
2018-01-01,2018-01,Fingal - houses,Fingal,Houses,117.4,0.8,3.2,13.9
2018-01-01,2018-01,Mid-East - houses,Mid-East,Houses,126.1,0.4,2.4,11.5
2018-01-01,2018-01,Mid-West - houses,Mid-West,Houses,129.7,1.9,4.7,12.6
2018-01-01,2018-01,Midland - houses,Midland,Houses,136.8,0.9,3.0,12.2
2018-01-01,2018-01,National - all residential properties,National,All residential,126.5,0.5,1.7,11.9
2018-01-01,2018-01,National - apartments,National,Apartments,127.7,0.2,2.6,12.9
2018-01-01,2018-01,National - houses,National,Houses,126.3,0.7,1.8,11.9
2018-01-01,2018-01,National excluding Dublin - all residential properties,National excluding Dublin,All residential,131.3,0.3,2.2,12.1
2018-01-01,2018-01,National excluding Dublin - apartments,National excluding Dublin,Apartments,132.4,-1.8,-1.3,8.5
2018-01-01,2018-01,National excluding Dublin - houses,National excluding Dublin,Houses,131.3,0.6,2.6,12.5
2018-01-01,2018-01,South Dublin - houses,South Dublin,Houses,119.0,0.9,1.7,11.4
2018-01-01,2018-01,South-East - houses,South-East,Houses,131.3,0.6,2.7,8.8
2018-01-01,2018-01,South-West - houses,South-West,Houses,133.0,1.3,3.0,12.8
2018-01-01,2018-01,West - houses,West,Houses,141.5,0.8,4.2,16.1
2018-02-01,2018-02,Border - houses,Border,Houses,129.3,-0.6,1.4,9.5
2018-02-01,2018-02,Dublin - all residential properties,Dublin,All residential,122.9,0.9,1.9,12.5
2018-02-01,2018-02,Dublin - apartments,Dublin,Apartments,125.7,-0.5,1.5,14.0
2018-02-01,2018-02,Dublin - houses,Dublin,Houses,122.5,1.4,2.2,12.3
2018-02-01,2018-02,Dublin City - houses,Dublin City,Houses,124.5,1.5,2.5,14.1
2018-02-01,2018-02,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,123.1,0.8,2.1,9.6
2018-02-01,2018-02,Fingal - houses,Fingal,Houses,119.3,1.6,3.3,14.3
2018-02-01,2018-02,Mid-East - houses,Mid-East,Houses,127.6,1.2,2.8,11.5
2018-02-01,2018-02,Mid-West - houses,Mid-West,Houses,131.1,1.1,4.3,14.0
2018-02-01,2018-02,Midland - houses,Midland,Houses,138.9,1.5,3.4,14.4
2018-02-01,2018-02,National - all residential properties,National,All residential,127.4,0.8,1.7,12.5
2018-02-01,2018-02,National - apartments,National,Apartments,128.8,0.9,2.5,13.7
2018-02-01,2018-02,National - houses,National,Houses,127.2,0.7,1.7,12.3
2018-02-01,2018-02,National excluding Dublin - all residential properties,National excluding Dublin,All residential,132.0,0.6,1.4,12.4
2018-02-01,2018-02,National excluding Dublin - apartments,National excluding Dublin,Apartments,137.8,4.1,1.9,11.7
2018-02-01,2018-02,National excluding Dublin - houses,National excluding Dublin,Houses,131.5,0.1,1.3,12.4
2018-02-01,2018-02,South Dublin - houses,South Dublin,Houses,118.7,-0.3,1.3,10.9
2018-02-01,2018-02,South-East - houses,South-East,Houses,131.3,0.0,1.7,8.5
2018-02-01,2018-02,South-West - houses,South-West,Houses,132.7,-0.2,1.0,13.3
2018-02-01,2018-02,West - houses,West,Houses,141.7,0.2,2.8,14.9
2018-03-01,2018-03,Border - houses,Border,Houses,128.2,-0.8,-1.2,9.2
2018-03-01,2018-03,Dublin - all residential properties,Dublin,All residential,122.8,-0.1,1.5,11.7
2018-03-01,2018-03,Dublin - apartments,Dublin,Apartments,125.2,-0.4,-0.8,13.9
2018-03-01,2018-03,Dublin - houses,Dublin,Houses,122.5,0.0,2.2,11.3
2018-03-01,2018-03,Dublin City - houses,Dublin City,Houses,125.4,0.7,3.3,14.1
2018-03-01,2018-03,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,123.0,-0.1,1.2,9.1
2018-03-01,2018-03,Fingal - houses,Fingal,Houses,119.8,0.4,2.8,13.3
2018-03-01,2018-03,Mid-East - houses,Mid-East,Houses,129.1,1.2,2.8,12.4
2018-03-01,2018-03,Mid-West - houses,Mid-West,Houses,133.4,1.8,4.9,16.8
2018-03-01,2018-03,Midland - houses,Midland,Houses,141.5,1.9,4.4,13.6
2018-03-01,2018-03,National - all residential properties,National,All residential,128.2,0.6,1.8,12.6
2018-03-01,2018-03,National - apartments,National,Apartments,129.8,0.7,1.8,14.2
2018-03-01,2018-03,National - houses,National,Houses,127.9,0.6,2.0,12.4
2018-03-01,2018-03,National excluding Dublin - all residential properties,National excluding Dublin,All residential,133.8,1.3,2.2,13.7
2018-03-01,2018-03,National excluding Dublin - apartments,National excluding Dublin,Apartments,142.1,3.1,5.5,13.6
2018-03-01,2018-03,National excluding Dublin - houses,National excluding Dublin,Houses,132.9,1.1,1.8,13.5
2018-03-01,2018-03,South Dublin - houses,South Dublin,Houses,118.3,-0.3,0.3,9.6
2018-03-01,2018-03,South-East - houses,South-East,Houses,133.6,1.8,2.4,10.8
2018-03-01,2018-03,South-West - houses,South-West,Houses,132.8,0.1,1.1,11.7
2018-03-01,2018-03,West - houses,West,Houses,143.3,1.1,2.1,17.7
2018-04-01,2018-04,Border - houses,Border,Houses,126.8,-1.1,-2.5,8.1
2018-04-01,2018-04,Dublin - all residential properties,Dublin,All residential,123.3,0.4,1.2,13.0
2018-04-01,2018-04,Dublin - apartments,Dublin,Apartments,126.4,1.0,0.0,16.1
2018-04-01,2018-04,Dublin - houses,Dublin,Houses,122.7,0.1,1.5,12.2
2018-04-01,2018-04,Dublin City - houses,Dublin City,Houses,125.6,0.2,2.4,15.3
2018-04-01,2018-04,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,123.8,0.6,1.3,10.7
2018-04-01,2018-04,Fingal - houses,Fingal,Houses,120.3,0.5,2.5,13.1
2018-04-01,2018-04,Mid-East - houses,Mid-East,Houses,130.0,0.7,3.1,11.9
2018-04-01,2018-04,Mid-West - houses,Mid-West,Houses,136.3,2.2,5.1,18.9
2018-04-01,2018-04,Midland - houses,Midland,Houses,143.5,1.4,4.9,13.2
2018-04-01,2018-04,National - all residential properties,National,All residential,129.5,1.0,2.4,13.4
2018-04-01,2018-04,National - apartments,National,Apartments,132.1,1.8,3.4,16.2
2018-04-01,2018-04,National - houses,National,Houses,128.9,0.7,2.0,12.8
2018-04-01,2018-04,National excluding Dublin - all residential properties,National excluding Dublin,All residential,136.0,1.6,3.6,13.8
2018-04-01,2018-04,National excluding Dublin - apartments,National excluding Dublin,Apartments,149.1,4.9,12.7,16.1
